transaction_id,timestamp,country,agent_id,customer_msisdn,type,amount,is_reversal,label
TX00279,2026-07-01T16:03:00,GH,AGT-GH-02,+233205009374,cash_in,1783.19,False,normal
TX00186,2026-07-01T16:08:00,UG,AGT-UG-02,+256705326100,cash_in,566200.0,False,normal
TX00005,2026-07-01T16:13:00,ZW,AGT-ZW-02,+263785797543,cash_out,176.25,False,normal
TX00246,2026-07-01T16:14:00,ZA,AGT-ZA-03,+27723213482,cash_out,27700.0,False,anomaly_rapid_reversal
TX00247,2026-07-01T16:16:00,ZA,AGT-ZA-03,+27723213482,cash_out,-27700.0,True,anomaly_rapid_reversal
TX00219,2026-07-01T16:18:00,ZA,AGT-ZA-02,+27618479936,cash_out,2780.0,False,normal
TX00248,2026-07-01T16:18:00,ZA,AGT-ZA-03,+27723213482,cash_out,27700.0,False,anomaly_rapid_reversal
TX00231,2026-07-01T16:21:00,ZA,AGT-ZA-03,+27812555148,cash_out,640.0,False,normal
TX00346,2026-07-01T16:21:00,TZ,AGT-TZ-03,+255671310634,cash_out,2194400.0,False,anomaly_rapid_reversal
TX00347,2026-07-01T16:23:00,TZ,AGT-TZ-03,+255671310634,cash_out,-2194400.0,True,anomaly_rapid_reversal
TX00348,2026-07-01T16:25:00,TZ,AGT-TZ-03,+255671310634,cash_out,2194400.0,False,anomaly_rapid_reversal
TX00315,2026-07-01T16:27:00,TZ,AGT-TZ-03,+255600511172,bill_pay,219900.0,False,normal
TX00008,2026-07-01T16:31:00,ZW,AGT-ZW-03,+263781147104,bill_pay,248.3,False,normal
TX00274,2026-07-01T16:36:00,GH,AGT-GH-02,+233572458033,airtime,1743.83,False,normal
TX00003,2026-07-01T16:37:00,ZW,AGT-ZW-02,+263713082462,bill_pay,33.85,False,normal
TX00171,2026-07-01T16:37:00,UG,AGT-UG-03,+256727681173,cash_out,634300.0,False,normal
TX00340,2026-07-01T16:39:00,TZ,AGT-TZ-02,+255773302610,cash_out,432600.0,False,normal
TX00052,2026-07-01T16:41:00,KE,AGT-KE-01,+254786828890,bill_pay,20050.0,False,normal
TX00119,2026-07-01T16:41:00,NG,AGT-NG-03,+2348198732000,bill_pay,11100.0,False,normal
TX00205,2026-07-01T16:46:00,ZA,AGT-ZA-02,+27723293943,cash_in,420.0,False,normal
TX00255,2026-07-01T16:46:00,GH,AGT-GH-01,+233260926342,airtime,1858.89,False,normal
TX00238,2026-07-01T16:48:00,ZA,AGT-ZA-01,+27709333029,cash_out,1640.0,False,normal
TX00323,2026-07-01T16:48:00,TZ,AGT-TZ-02,+255775897932,cash_in,464300.0,False,normal
TX00162,2026-07-01T17:04:00,UG,AGT-UG-01,+256760090518,airtime,494900.0,False,normal
TX00156,2026-07-01T17:05:00,UG,AGT-UG-03,+256762460195,cash_out,540000.0,False,normal
TX00166,2026-07-01T17:05:00,UG,AGT-UG-01,+256778689064,cash_in,26000.0,False,normal
TX00326,2026-07-01T17:05:00,TZ,AGT-TZ-02,+255747177282,cash_in,343200.0,False,normal
TX00151,2026-07-01T17:11:00,UG,AGT-UG-02,+256791950446,airtime,80200.0,False,normal
TX00282,2026-07-01T17:15:00,GH,AGT-GH-02,+233537097107,cash_in,230.69,False,normal
TX00134,2026-07-01T17:20:00,NG,AGT-NG-02,+2347066160534,transfer,109800.0,False,normal
TX00290,2026-07-01T17:20:00,GH,AGT-GH-02,+233533522307,airtime,1141.51,False,normal
TX00022,2026-07-01T17:21:00,ZW,AGT-ZW-01,+263787612220,cash_out,149.74,False,normal
TX00262,2026-07-01T17:22:00,GH,AGT-GH-03,+233522993518,airtime,1913.26,False,normal
TX00178,2026-07-01T17:24:00,UG,AGT-UG-03,+256747405446,cash_out,594900.0,False,normal
TX00321,2026-07-01T17:28:00,TZ,AGT-TZ-03,+255779077859,bill_pay,497400.0,False,normal
TX00188,2026-07-01T17:32:00,UG,AGT-UG-02,+256727253320,transfer,942300.0,False,normal
TX00233,2026-07-01T17:36:00,ZA,AGT-ZA-03,+27659060048,cash_in,4590.0,False,normal
TX00168,2026-07-01T17:40:00,UG,AGT-UG-02,+256721206105,cash_out,790800.0,False,normal
TX00215,2026-07-01T17:40:00,ZA,AGT-ZA-01,+27718215638,cash_in,1200.0,False,normal
TX00074,2026-07-01T17:41:00,KE,AGT-KE-02,+254743653705,airtime,9370.0,False,normal
TX00177,2026-07-01T17:45:00,UG,AGT-UG-03,+256769029496,cash_out,389100.0,False,normal
TX00087,2026-07-01T17:48:00,KE,AGT-KE-01,+254144945443,airtime,6560.0,False,normal
TX00332,2026-07-01T17:48:00,TZ,AGT-TZ-01,+255699776672,cash_in,225500.0,False,normal
TX00035,2026-07-01T17:52:00,ZW,AGT-ZW-02,+263782889751,transfer,19.09,False,normal
TX00268,2026-07-01T17:52:00,GH,AGT-GH-02,+233535285430,cash_in,312.72,False,normal
TX00137,2026-07-01T17:56:00,NG,AGT-NG-03,+2347183449223,transfer,152700.0,False,normal
TX00125,2026-07-01T17:58:00,NG,AGT-NG-03,+2349187780063,bill_pay,221700.0,False,normal
TX00314,2026-07-01T17:58:00,TZ,AGT-TZ-03,+255750933002,bill_pay,301600.0,False,normal
TX00017,2026-07-01T18:10:00,ZW,AGT-ZW-03,+263713852808,transfer,244.73,False,normal
TX00036,2026-07-01T18:11:00,ZW,AGT-ZW-02,+263714014193,cash_in,69.79,False,normal
TX00252,2026-07-01T18:11:00,GH,AGT-GH-01,+233531185843,cash_in,1810.86,False,normal
TX00183,2026-07-01T18:18:00,UG,AGT-UG-02,+256766823075,cash_in,384200.0,False,normal
TX00139,2026-07-01T18:19:00,NG,AGT-NG-02,+2348031143670,cash_in,102700.0,False,normal
TX00064,2026-07-01T18:26:00,KE,AGT-KE-02,+254747082276,transfer,7400.0,False,normal
TX00211,2026-07-01T18:28:00,ZA,AGT-ZA-01,+27712041779,bill_pay,3830.0,False,normal
TX00187,2026-07-01T18:29:00,UG,AGT-UG-02,+256719611459,cash_out,647800.0,False,normal
TX00055,2026-07-01T18:30:00,KE,AGT-KE-02,+254743337761,airtime,22800.0,False,normal
TX00209,2026-07-01T18:31:00,ZA,AGT-ZA-02,+27808820313,bill_pay,990.0,False,normal
TX00240,2026-07-01T18:31:00,ZA,AGT-ZA-01,+27612256204,airtime,2850.0,False,normal
TX00259,2026-07-01T18:32:00,GH,AGT-GH-03,+233580368273,cash_in,2383.13,False,normal
TX00206,2026-07-01T18:33:00,ZA,AGT-ZA-02,+27808554710,airtime,4560.0,False,normal
TX00331,2026-07-01T18:37:00,TZ,AGT-TZ-02,+255635117668,airtime,253300.0,False,normal
TX00305,2026-07-01T18:39:00,TZ,AGT-TZ-02,+255704878458,bill_pay,471000.0,False,normal
TX00053,2026-07-01T18:43:00,KE,AGT-KE-03,+254710025167,bill_pay,1740.0,False,normal
TX00229,2026-07-01T18:43:00,ZA,AGT-ZA-02,+27775095701,bill_pay,1220.0,False,normal
TX00173,2026-07-01T18:47:00,UG,AGT-UG-01,+256705214877,transfer,915200.0,False,normal
TX00278,2026-07-01T18:53:00,GH,AGT-GH-01,+233276823971,cash_out,964.74,False,normal
TX00123,2026-07-01T18:54:00,NG,AGT-NG-02,+2349104868443,cash_in,220600.0,False,normal
TX00071,2026-07-01T19:02:00,KE,AGT-KE-01,+254739042486,cash_in,2930.0,False,normal
TX00089,2026-07-01T19:06:00,KE,AGT-KE-03,+254101073750,transfer,6200.0,False,normal
TX00027,2026-07-01T19:09:00,ZW,AGT-ZW-01,+263737918058,bill_pay,141.08,False,normal
TX00084,2026-07-01T19:09:00,KE,AGT-KE-03,+254755759183,airtime,18940.0,False,normal
TX00110,2026-07-01T19:10:00,NG,AGT-NG-03,+2349131594259,transfer,226700.0,False,normal
TX00126,2026-07-01T19:13:00,NG,AGT-NG-02,+2349091922001,cash_in,157300.0,False,normal
TX00311,2026-07-01T19:17:00,TZ,AGT-TZ-01,+255741507325,bill_pay,302800.0,False,normal
TX00010,2026-07-01T19:18:00,ZW,AGT-ZW-01,+263736671276,bill_pay,73.07,False,normal
TX00330,2026-07-01T19:18:00,TZ,AGT-TZ-02,+255794536929,cash_out,489000.0,False,normal
TX00140,2026-07-01T19:27:00,NG,AGT-NG-03,+2347184702496,cash_in,186500.0,False,normal
TX00109,2026-07-01T19:32:00,NG,AGT-NG-02,+2349120191327,transfer,239300.0,False,normal
TX00260,2026-07-01T19:35:00,GH,AGT-GH-02,+233282384302,transfer,900.71,False,normal
TX00269,2026-07-01T19:40:00,GH,AGT-GH-03,+233503767249,bill_pay,1584.91,False,normal
TX00254,2026-07-01T19:42:00,GH,AGT-GH-03,+233560736512,transfer,332.31,False,normal
TX00024,2026-07-01T19:46:00,ZW,AGT-ZW-03,+263718263304,cash_out,76.77,False,normal
TX00019,2026-07-01T19:48:00,ZW,AGT-ZW-01,+263736338750,cash_in,198.57,False,normal
TX00129,2026-07-01T19:48:00,NG,AGT-NG-03,+2347047121345,transfer,108800.0,False,normal
TX00028,2026-07-01T19:49:00,ZW,AGT-ZW-01,+263713340187,bill_pay,11.82,False,normal
TX00103,2026-07-01T19:50:00,NG,AGT-NG-01,+2348020750961,bill_pay,173600.0,False,normal
TX00154,2026-07-01T19:52:00,UG,AGT-UG-02,+256784827534,airtime,693700.0,False,normal
TX00304,2026-07-01T19:53:00,TZ,AGT-TZ-01,+255756589829,bill_pay,172100.0,False,normal
TX00076,2026-07-01T19:56:00,KE,AGT-KE-02,+254797923760,bill_pay,4080.0,False,normal
TX00179,2026-07-01T19:56:00,UG,AGT-UG-01,+256752924875,bill_pay,103300.0,False,normal
